tweet_id,sentiment
680681967575285800,NEUTRAL
1312038532047872e3,NEUTRAL
1449012296974545e3,NEUTRAL
1217825250748092e3,NEUTRAL
1322260551687426e3,NEUTRAL
1227288104991646e3,NEUTRAL
1132009787733029e3,NEUTRAL
1294282279586533e3,NEUTRAL
1175694311167578e3,NEUTRAL
1215524346917204e3,NEUTRAL
1059690374191563e3,NEUTRAL
1312706954859631e3,NEUTRAL
1086879579887858e3,NEUTRAL
1111220615967638e3,NEUTRAL
1308180222009897e3,NEUTRAL
1160944412375048e3,NEUTRAL
1371126067868619e3,NEUTRAL
1236674042083652e3,NEUTRAL
1250564304270692e3,NEUTRAL
1167906087741247e3,NEUTRAL
1312075528669667e3,NEUTRAL
1247053218313654e3,NEUTRAL
1124309760885559e3,NEUTRAL
1290001056357745e3,NEUTRAL
1249345764448514e3,NEUTRAL
1266966640509571e3,NEUTRAL
1216720103108116e3,NEUTRAL
1283792252754702e3,NEUTRAL
957557506720583700,NEUTRAL
1.2523483178470241e+18,NEUTRAL
1317829528811721e3,NEUTRAL
1121349046873014e3,NEUTRAL
1326883034256323e3,NEUTRAL
127390222845839e4,NEUTRAL
1000338417673277e3,NEUTRAL
1198713533648851e3,NEUTRAL
1224637761610813e3,NEUTRAL
1261675445038338e3,NEUTRAL
1316501988251759e3,NEUTRAL
972589703701696500,NEUTRAL
1146020887814185e3,NEUTRAL
1278806582478987e3,NEUTRAL
1426268071262573e3,NEUTRAL
1350000105496211e3,NEUTRAL
1286914015504085e3,NEUTRAL
1059187187449844e3,NEUTRAL
1304111074418061e3,NEUTRAL
122402279767815e4,NEUTRAL
1.2729396432443679e+18,NEUTRAL
1301614717212021e3,NEUTRAL
1316094243799261e3,NEUTRAL
1382031376803844e3,NEUTRAL
1259219202025587e3,NEUTRAL
1152915390634369e3,NEUTRAL
723786749328142300,NEUTRAL
1403217601036173e3,NEUTRAL
1237510426344042e3,NEUTRAL
13295586962681e5,NEUTRAL
1128419864161526e3,NEUTRAL
1339619006014218e3,NEUTRAL
1222136698638868e3,NEUTRAL
970976505659646e3,NEUTRAL
1418360429248664e3,NEUTRAL
1096533503016165e3,NEUTRAL
1033301014517035e3,NEUTRAL
139674747845249e4,NEUTRAL
1021653036740108e3,NEUTRAL
106851531806104e4,NEUTRAL
1354463954966376e3,NEUTRAL
1087480518898303e3,NEUTRAL
1289542867573039e3,NEUTRAL
657479988984356900,NEUTRAL
1351889540626199e3,NEUTRAL
989e15,NEUTRAL
125961424275764e4,NEUTRAL
744911805533814800,NEUTRAL
1163520262299628e3,NEUTRAL
1252710182016123e3,NEUTRAL
1275431681902641e3,NEUTRAL
1259124611096199e3,NEUTRAL
1037590902527668e3,NEUTRAL
1255846441521754e3,NEUTRAL
1285312650134659e3,NEUTRAL
1418304521315525e3,NEUTRAL
1245971878130463e3,NEUTRAL
1184081211959972e3,NEUTRAL
1032367469778752e3,NEUTRAL
858404450817409e3,NEUTRAL
1329778820073857e3,NEUTRAL
126648335146625e4,NEUTRAL
1026179202289201e3,NEUTRAL
1450537975331365e3,NEUTRAL
1329318444236468e3,NEUTRAL
1120712892343566e3,NEUTRAL
116716266539289e4,NEUTRAL
1058038910473986e3,NEUTRAL
1205445281187279e3,NEUTRAL
976514926998114400,NEUTRAL
114324509365205e4,NEUTRAL
1261240004061397e3,NEUTRAL
796644844869390200,NEUTRAL
134e16,NEUTRAL
781917192828948500,NEUTRAL
1.3599311749703521e+18,NEUTRAL
1236395806673994e3,NEUTRAL
1297058309598589e3,NEUTRAL
1247923010985738e3,NEUTRAL
755309959903150100,NEUTRAL
804809661543227400,NEUTRAL
1285594553123209e3,NEUTRAL
937012624478343200,NEUTRAL
1066014229306724e3,NEUTRAL
1194609311584063e3,NEUTRAL
811893928341471200,NEUTRAL
1275534476475589e3,NEUTRAL
755699442192441300,NEUTRAL
1228054614190236e3,NEUTRAL
124827052483849e4,NEUTRAL
786705496145334300,NEUTRAL
1454932621151154e3,NEUTRAL
796988939290759e3,NEUTRAL
932620434910204e3,NEUTRAL
686455626617253900,NEUTRAL
1019991239649788e3,NEUTRAL
128126264116036e4,NEUTRAL
1370269477313638e3,NEUTRAL
1449001853778338e3,NEUTRAL
843069268782694400,NEUTRAL
1105745253418656e3,NEUTRAL
1340225044203618e3,NEUTRAL
1019904031148466e3,NEUTRAL
900463040545648600,NEUTRAL
1289938895681942e3,NEUTRAL
1070798785134117e3,NEUTRAL
772394454527381500,NEUTRAL
1094136210723951e3,NEUTRAL
137477845430299e4,NEUTRAL
136818527004305e4,NEUTRAL
1216054409643381e3,NEUTRAL
4.9023257548373197e+17,NEUTRAL
1055850499143074e3,NEUTRAL
1264666046872662e3,NEUTRAL
1227429073795846e3,NEUTRAL
1282786119403409e3,NEUTRAL
1284609420383662e3,NEUTRAL
862043373154291700,NEUTRAL
80384199027422e4,NEUTRAL
1162314209574752e3,NEUTRAL
981489805258305500,NEUTRAL
1197063997767475e3,NEUTRAL
1174054400974893e3,NEUTRAL
1253715355765268e3,NEUTRAL
745888860329099300,NEUTRAL
1310305783717007e3,NEUTRAL
1245307994872701e3,NEUTRAL
1249365333565202e3,NEUTRAL
1199761726058717e3,NEUTRAL
1231926306197135e3,NEUTRAL
1357589237806354e3,NEUTRAL
1127671096969441e3,NEUTRAL
813856576998084600,NEUTRAL
1278084043100361e3,NEUTRAL
905923080064823300,NEUTRAL
104724221358608e4,NEUTRAL
1327044612956058e3,NEUTRAL
1169349017349874e3,NEUTRAL
1383467143589626e3,NEUTRAL
1.2933458138386719e+18,NEUTRAL
1124766794466693e3,NEUTRAL
1380214276728754e3,NEUTRAL
1250033682687164e3,NEUTRAL
1327247214952002e3,NEUTRAL
1343317886383911e3,NEUTRAL
1229807458555716e3,NEUTRAL
1.2403740378528481e+18,NEUTRAL
723838260733173800,NEUTRAL
11647840739963e5,NEUTRAL
753679954320162800,NEUTRAL
1245100590855848e3,NEUTRAL
1273375540683182e3,NEUTRAL
1311695161592869e3,NEUTRAL
617095440073408500,NEUTRAL
1281704974997688e3,NEUTRAL
1233836718542991e3,NEUTRAL
699292606191239200,NEUTRAL
1118780821152965e3,NEUTRAL
1156668384232333e3,NEUTRAL
1236399256552051e3,NEUTRAL
1366038097817928e3,NEUTRAL
1163755611445715e3,NEUTRAL
124888341268292e4,NEUTRAL
1273717094790636e3,NEUTRAL
1127707448251494e3,NEUTRAL
1328080933438837e3,NEUTRAL
1333326113997812e3,NEUTRAL
1264690601695609e3,NEUTRAL
1167376126538334e3,NEUTRAL
1278281721826468e3,NEUTRAL
1243339765430333e3,NEUTRAL
1.1420185059000241e+18,NEUTRAL
109673944601849e4,NEUTRAL
1320473123574206e3,NEUTRAL
1162049941407175e3,NEUTRAL
903978886953922600,NEUTRAL
968606282927161300,NEUTRAL
771788803359043600,NEUTRAL
771167993610969100,NEUTRAL
880279735082856400,NEUTRAL
1166152689039884e3,NEUTRAL
624705387992870900,NEUTRAL
1234154740616921e3,NEUTRAL
1191401148424565e3,NEUTRAL
1121056555674288e3,NEUTRAL
136503478055596e4,NEUTRAL
128966094132009e4,NEUTRAL
767988653914292200,NEUTRAL
751907213837557800,NEUTRAL
1038752108454048e3,NEUTRAL
738513944927703e3,NEUTRAL
1186885452571263e3,NEUTRAL
1055195732578394e3,NEUTRAL
1078422410586673e3,NEUTRAL
1246401965455704e3,NEUTRAL
1344706343412765e3,NEUTRAL
134571895865419e4,NEUTRAL
998891026512334800,NEUTRAL
1322177956714893e3,NEUTRAL
1370135435582837e3,NEUTRAL
1198144888208085e3,NEUTRAL
789934627997814800,NEUTRAL
799731981139349500,NEUTRAL
1399425589665272e3,NEUTRAL
1402905688318353e3,NEUTRAL
1039636055505478e3,NEUTRAL
1368188916411609e3,NEUTRAL
1258368246530617e3,NEUTRAL
1199825725261529e3,NEUTRAL
837e15,NEUTRAL
707698311541690400,NEUTRAL
1343437409971818e3,NEUTRAL
1386584562885595e3,NEUTRAL
1274623915474764e3,NEUTRAL
1229842864668062e3,NEUTRAL
1179002501007323e3,NEUTRAL
129436177752703e4,NEUTRAL
1397151334789493e3,NEUTRAL
1115687335218373e3,NEUTRAL
1095233814715138e3,NEUTRAL
1243275555887297e3,NEUTRAL
1276884627337118e3,NEUTRAL
844133091245506600,NEUTRAL
1264140294414533e3,NEUTRAL
940515814033313800,NEUTRAL
1170055563767665e3,NEUTRAL
140032252558284e4,NEUTRAL
1178766649534685e3,NEUTRAL
1340644775867916e3,NEUTRAL
1163398168781959e3,NEUTRAL
1196389430170456e3,NEUTRAL
1441882011925352e3,NEUTRAL
1273643161416499e3,NEUTRAL
1261756460830253e3,NEUTRAL
1381470378376245e3,NEUTRAL
1198558570243117e3,NEUTRAL
993052939827675100,NEUTRAL
1213442787510764e3,NEUTRAL
1032020954732483e3,NEUTRAL
1159095581865906e3,NEUTRAL
1300680906957611e3,NEUTRAL
1263519165178089e3,NEUTRAL
1158118126598447e3,NEUTRAL
1303348975018414e3,NEUTRAL
626735024885342200,NEUTRAL
1448632111594881e3,NEUTRAL
1291365446571241e3,NEUTRAL
1393295501240451e3,NEUTRAL
1024346723609731e3,NEUTRAL
1354745130998231e3,NEUTRAL
1375499123051364e3,NEUTRAL
1398208554977444e3,NEUTRAL
1266142587271905e3,NEUTRAL
1302189872913044e3,NEUTRAL
124418925161445e4,NEUTRAL
1153529747252613e3,NEUTRAL
1159045199290651e3,NEUTRAL
1424044664068395e3,NEUTRAL
1404361456838193e3,NEUTRAL
139563043751979e4,NEUTRAL
1291328959993586e3,NEUTRAL
1185126254858473e3,NEUTRAL
1228731819174003e3,NEUTRAL
1376637241271976e3,NEUTRAL
1059928985877049e3,NEUTRAL
1041371589579821e3,NEUTRAL
129e16,NEUTRAL
584e15,NEUTRAL
125e16,NEUTRAL
128e16,NEUTRAL
137e16,NEUTRAL
13e17,NEUTRAL
131e16,NEUTRAL
136e16,NEUTRAL
137e16,NEUTRAL
115e16,NEUTRAL
138e16,NEUTRAL
103e16,NEUTRAL
125e16,NEUTRAL
11e17,NEUTRAL
113e16,NEUTRAL
127e16,NEUTRAL
108e16,NEUTRAL
101e16,NEUTRAL
927e15,NEUTRAL
11e17,NEUTRAL
115e16,NEUTRAL
119e16,NEUTRAL
113e16,NEUTRAL
137e16,NEUTRAL
13e17,NEUTRAL
137e16,NEUTRAL
486e15,NEUTRAL
533e15,NEUTRAL
51e16,NEUTRAL
14e17,NEUTRAL
125e16,NEUTRAL
124e16,NEUTRAL
127e16,NEUTRAL
104e16,NEUTRAL
685032568987729900,NEUTRAL
1348633259178156e3,NEUTRAL
1102550079758574e3,NEUTRAL
1428437749464506e3,NEUTRAL
1346345086209188e3,NEUTRAL
1268626780165935e3,NEUTRAL
1193247061703041e3,NEUTRAL
803333940111147e3,NEUTRAL
1142374542440042e3,NEUTRAL
808300437799661400,NEUTRAL
1082678261761667e3,NEUTRAL
1.1453294696930801e+18,NEUTRAL
125840804223377e4,NEUTRAL
1326528990321009e3,NEUTRAL
994947551639072800,NEUTRAL
1229131093879742e3,NEUTRAL
918849057262579500,NEUTRAL
1358824347327168e3,NEUTRAL
725801019322556400,NEUTRAL
1286085282882879e3,NEUTRAL
1154086590634955e3,NEUTRAL
120720543472724e4,NEUTRAL
1347965580322681e3,NEUTRAL
710785425632321500,NEUTRAL
1165685993413972e3,NEUTRAL
1324017739175002e3,NEUTRAL
1371926598233026e3,NEUTRAL
1319298640435884e3,NEUTRAL
1266206602790679e3,NEUTRAL
1149683505242223e3,NEUTRAL
791340053490524200,NEUTRAL
1225170251924546e3,NEUTRAL
1150808454010774e3,NEUTRAL
1087573692664742e3,NEUTRAL
1292910521998606e3,NEUTRAL
1026972380420362e3,NEUTRAL
1294232918265606e3,NEUTRAL
1026808815709299e3,NEUTRAL
1385694361116189e3,NEUTRAL
700955558682218500,NEUTRAL
1284140019029094e3,NEUTRAL
1208745224823919e3,NEUTRAL
1271764843658383e3,NEUTRAL
1131439073476923e3,NEUTRAL
672364091260801e3,NEUTRAL
1283061541827482e3,NEUTRAL
1443323597213295e3,NEUTRAL
1271859447909028e3,NEUTRAL
137623180426965e4,NEUTRAL
1365953808078168e3,NEUTRAL
1196677945621975e3,NEUTRAL
1065581548609708e3,NEUTRAL
957959892660342800,NEUTRAL
105609009060529e4,NEUTRAL
1289669275020493e3,NEUTRAL
1.3441876605465441e+18,NEUTRAL
1326808221290467e3,NEUTRAL
1216387886146314e3,NEUTRAL
1243091916285231e3,NEUTRAL
857877331481907200,NEUTRAL
1054085779218145e3,NEUTRAL
1246355391677714e3,NEUTRAL
1381933720924475e3,NEUTRAL
1142374542440042e3,NEUTRAL
1406998507903459e3,NEUTRAL
1302498881180066e3,NEUTRAL
1327733332805906e3,NEUTRAL
1224284690015756e3,NEUTRAL
1311329020798284e3,NEUTRAL
1356719066937967e3,NEUTRAL
1242498212621177e3,NEUTRAL
663049467696914400,NEUTRAL
1377703540014133e3,NEUTRAL
1418268070867476e3,NEUTRAL
1208745224823919e3,NEUTRAL
1271764843658383e3,NEUTRAL
1131439073476923e3,NEUTRAL
672364091260801e3,NEUTRAL
1283061541827482e3,NEUTRAL
1443323597213295e3,NEUTRAL
1271859447909028e3,NEUTRAL
137623180426965e4,NEUTRAL
1365953808078168e3,NEUTRAL
1196677945621975e3,NEUTRAL
1065581548609708e3,NEUTRAL
957959892660342800,NEUTRAL
105609009060529e4,NEUTRAL
1289669275020493e3,NEUTRAL
1.3441876605465441e+18,NEUTRAL
1326808221290467e3,NEUTRAL
1216387886146314e3,NEUTRAL
1243091916285231e3,NEUTRAL
857877331481907200,NEUTRAL
1054085779218145e3,NEUTRAL
1246355391677714e3,NEUTRAL
1381933720924475e3,NEUTRAL
1142374542440042e3,NEUTRAL
1406998507903459e3,NEUTRAL
1302498881180066e3,NEUTRAL
1327733332805906e3,NEUTRAL
1224284690015756e3,NEUTRAL
1311329020798284e3,NEUTRAL
1356719066937967e3,NEUTRAL
1242498212621177e3,NEUTRAL
663049467696914400,NEUTRAL
1377703540014133e3,NEUTRAL
1418268070867476e3,NEUTRAL
1297627539834364e3,NEUTRAL
1244660644785291e3,NEUTRAL
1051945989119074e3,NEUTRAL
1261376214310273e3,NEUTRAL
971132185544659e3,NEUTRAL
1380389723127099e3,NEUTRAL
1368634460808315e3,NEUTRAL
1181653393040957e3,NEUTRAL
1232981372886823e3,NEUTRAL
1202664164579299e3,NEUTRAL
1241274801110553e3,NEUTRAL
1281486389239001e3,NEUTRAL
1206706317739594e3,NEUTRAL
1041731415535219e3,NEUTRAL
1257446947268502e3,NEUTRAL
1052919614420779e3,NEUTRAL
1373638968663806e3,NEUTRAL
1272917490243338e3,NEUTRAL
1355234036675981e3,NEUTRAL
1296117706534593e3,NEUTRAL
1406368934358569e3,NEUTRAL
1305259270838129e3,NEUTRAL
741373578562539500,NEUTRAL
1262515416225677e3,NEUTRAL
1318657808259305e3,NEUTRAL
1444728878757466e3,NEUTRAL
1292534266610491e3,NEUTRAL
994086714988744800,NEUTRAL
923219453881606e3,NEUTRAL
1326259416908313e3,NEUTRAL
1184250958924173e3,NEUTRAL
1083751308773994e3,NEUTRAL
722404315906838500,NEUTRAL
1415652267231953e3,NEUTRAL
1039161931213537e3,NEUTRAL
1337083239824024e3,NEUTRAL
1333159631984718e3,NEUTRAL
1313233787439002e3,NEUTRAL
1353306702448308e3,NEUTRAL
123560951115674e4,NEUTRAL
1406706723713393e3,NEUTRAL
1353463404405662e3,NEUTRAL
1356700425995617e3,NEUTRAL
1033454303325901e3,NEUTRAL
1246448105891017e3,NEUTRAL
1393631798253474e3,NEUTRAL
1138719040170615e3,NEUTRAL
1393636168688865e3,NEUTRAL
138982941961166e4,NEUTRAL
1322276364263825e3,NEUTRAL
1054471166117773e3,NEUTRAL
868038354755047400,NEUTRAL
1308331251229774e3,NEUTRAL
14e17,NEUTRAL
1275472925345354e3,NEUTRAL
1096680878728774e3,NEUTRAL
1204407187520381e3,NEUTRAL
1122551274451493e3,NEUTRAL
1308495545036612e3,NEUTRAL
127e16,NEUTRAL
124e16,NEUTRAL
13e17,NEUTRAL
138e16,NEUTRAL
106e16,NEUTRAL
123e16,NEUTRAL
111e16,NEUTRAL
129e16,NEUTRAL
131e16,NEUTRAL
135e16,NEUTRAL
135e16,NEUTRAL
135e16,NEUTRAL
883e15,NEUTRAL
111e16,NEUTRAL
126e16,NEUTRAL
91e16,NEUTRAL
138e16,NEUTRAL
114e16,NEUTRAL
119e16,NEUTRAL
117e16,NEUTRAL
124e16,NEUTRAL
122e16,NEUTRAL
145e16,NEUTRAL
1e18,NEUTRAL
139e16,NEUTRAL
11e17,NEUTRAL
121e16,NEUTRAL
136e16,NEUTRAL
123e16,NEUTRAL
119e16,NEUTRAL
138e16,NEUTRAL
123e16,NEUTRAL
136e16,NEUTRAL
122e16,NEUTRAL
14e17,NEUTRAL
124e16,NEUTRAL
137e16,NEUTRAL
776e15,NEUTRAL
112e16,NEUTRAL
115e16,NEUTRAL
137e16,NEUTRAL
105e16,NEUTRAL
144e16,NEUTRAL
126e16,NEUTRAL
137e16,NEUTRAL
129e16,NEUTRAL
144e16,NEUTRAL
132e16,NEUTRAL
13e17,NEUTRAL
117e16,NEUTRAL
143e16,NEUTRAL
906e15,NEUTRAL
126e16,NEUTRAL
127e16,NEUTRAL
141e16,NEUTRAL
101e16,NEUTRAL
144e16,NEUTRAL
116e16,NEUTRAL
918e15,NEUTRAL
134e16,NEUTRAL
133e16,NEUTRAL
128e16,NEUTRAL
131e16,NEUTRAL
767e15,NEUTRAL
138e16,NEUTRAL
138e16,NEUTRAL
124e16,NEUTRAL
131e16,NEUTRAL
102e16,NEUTRAL
136e16,NEUTRAL
121e16,NEUTRAL
129e16,NEUTRAL
131e16,NEUTRAL
109e16,NEUTRAL
128e16,NEUTRAL
129e16,NEUTRAL
124e16,NEUTRAL
107e16,NEUTRAL
115e16,NEUTRAL
921e15,NEUTRAL
123e16,NEUTRAL
138e16,NEUTRAL
122e16,NEUTRAL
132e16,NEUTRAL
114e16,NEUTRAL
105e16,NEUTRAL
129e16,NEUTRAL
135e16,NEUTRAL
115e16,NEUTRAL
12e17,NEUTRAL
736e15,NEUTRAL
141e16,NEUTRAL
145e16,NEUTRAL
106e16,NEUTRAL
104e16,NEUTRAL
114e16,NEUTRAL
13e17,NEUTRAL
143e16,NEUTRAL
123e16,NEUTRAL
134e16,NEUTRAL
135e16,NEUTRAL
128e16,NEUTRAL
127e16,NEUTRAL
1301069038655877e3,NEUTRAL
1403081440405901e3,NEUTRAL
1240260032916324e3,NEUTRAL
939564058906447900,NEUTRAL
955714163959107600,NEUTRAL
1456316949814825e3,NEUTRAL
1403480493857948e3,NEUTRAL
1278442362654597e3,NEUTRAL
1344640397998514e3,NEUTRAL
1294247008627302e3,NEUTRAL
1458743565803311e3,NEUTRAL
124904544692598e4,NEUTRAL
1340930655140626e3,NEUTRAL
1134160237567599e3,NEUTRAL
1254479280450437e3,NEUTRAL
1290217673100427e3,NEUTRAL
1344751010712084e3,NEUTRAL
1345284173725106e3,NEUTRAL
1345818997812568e3,NEUTRAL
132470252750234e4,NEUTRAL
1282790720445784e3,NEUTRAL
1458849802909884e3,NEUTRAL
1191854675588465e3,NEUTRAL
1.2536313932943201e+18,NEUTRAL
1098195797160669e3,NEUTRAL
1051397603882078e3,NEUTRAL
1312076500850692e3,NEUTRAL
1125347720724713e3,NEUTRAL
1217831133750219e3,NEUTRAL
888933886641786900,NEUTRAL
1419922926233694e3,NEUTRAL
974558627808899100,NEUTRAL
1256924537897312e3,NEUTRAL
1266486409877127e3,NEUTRAL
1088896453311955e3,NEUTRAL
1303096418257822e3,NEUTRAL
1153391955012964e3,NEUTRAL
1297457370096964e3,NEUTRAL
1365392566426993e3,NEUTRAL
1345809450607784e3,NEUTRAL
1298264273160831e3,NEUTRAL
1012257657133117e3,NEUTRAL
1447974756871979e3,NEUTRAL
786497802637574100,NEUTRAL
1080361597695082e3,NEUTRAL
129887073708066e4,NEUTRAL
1456707732451508e3,NEUTRAL
1.3087009361692959e+18,NEUTRAL
124017773892284e4,NEUTRAL
1295838475720294e3,NEUTRAL
133474533003067e4,NEUTRAL
1448980728054702e3,NEUTRAL
1149388218208571e3,NEUTRAL
1381682055269003e3,NEUTRAL
1371034817337426e3,NEUTRAL
1321849201525862e3,NEUTRAL
1364193828362674e3,NEUTRAL
1303643617966412e3,NEUTRAL
1434331888081154e3,NEUTRAL
139455490118373e4,NEUTRAL
1222269208135963e3,NEUTRAL
1.4174738987325599e+18,NEUTRAL
945193510201946100,NEUTRAL
1434243720602341e3,NEUTRAL
1449711278155608e3,NEUTRAL
1255394650774438e3,NEUTRAL
124072709824915e4,NEUTRAL
1264136902887825e3,NEUTRAL
1295794110457172e3,NEUTRAL
1313547352137925e3,NEUTRAL
1451528055785202e3,NEUTRAL
138947e13,NEUTRAL
118079e13,NEUTRAL
139661e13,NEUTRAL
106158e13,NEUTRAL
556865e12,NEUTRAL
121254e13,NEUTRAL
944317e12,NEUTRAL
143785e13,NEUTRAL
133226e13,NEUTRAL
126519e13,NEUTRAL
105341e13,NEUTRAL
105078e13,NEUTRAL
130732e13,NEUTRAL
104029e13,NEUTRAL
121886e13,NEUTRAL
826188e12,NEUTRAL
986365e12,NEUTRAL
492056e12,NEUTRAL
735744e12,NEUTRAL
146387e13,NEUTRAL
117569e13,NEUTRAL
492949e12,NEUTRAL
129016e13,NEUTRAL
125293e13,NEUTRAL
115626e13,NEUTRAL
943e15,NEUTRAL
134273e13,NEUTRAL
689693e12,NEUTRAL
138495e13,NEUTRAL
530613e12,NEUTRAL
128381e13,NEUTRAL
128949e13,NEUTRAL
126429e13,NEUTRAL
116824e13,NEUTRAL
121123e13,NEUTRAL
111594e13,NEUTRAL
125292e13,NEUTRAL
115048e13,NEUTRAL
928373e12,NEUTRAL
143087e13,NEUTRAL
126056e13,NEUTRAL
123023e13,NEUTRAL
118565e13,NEUTRAL
805791e12,NEUTRAL
134962e13,NEUTRAL
129909e13,NEUTRAL
130949e13,NEUTRAL
10517e14,NEUTRAL
13454e14,NEUTRAL
